Name,Email,Phone Number,Street,State,Zip Code,Client Type,Preferred Home Type,Preferred Number of Bedrooms,Preferred Number of Bathrooms,Preferred Square Footage,Preferred School Rating,Assigned Employee
"Miller, Kenneth",kenneth.miller@example.com,862-995-8621,04048 Parsons Inlet,NJ,8280,buyer,apartment,2,3,2874,9,"Vargas, Leah"
"Bailey, Anthony",anthony.bailey@example.com,-2511,2199 John Street,NY,10580,buyer,townhouse,1,3,1863,7,"Grant, Douglas"
"Nguyen, Jeffrey",jeffrey.nguyen@example.com,(596)863-1998,67708 Michael Greens,CT,6375,owner,,,,,,"Wise, David"
"Jones, Amy",amy.jones@example.com,001-882-266-1680,5036 David Circle,CT,6121,owner,,,,,,"Lewis, Kara"
"Ewing, Deanna",deanna.ewing@example.com,(605)454-2687x172,02357 Petersen Islands Suite 001,NY,10514,renter,single house,3,1,779,0,"Norris, Joshua"
"Atkinson, Morgan",morgan.atkinson@example.com,(837)524-7391x9123,4456 Woodward Knolls Apt. 170,NY,13847,buyer,single house,1,1,3278,8,"Brown, Ryan"
"Ruiz, Debbie",debbie.ruiz@example.com,623-925-7379x1484,113 Holden Expressway,NY,13942,owner,,,,,,"Marshall, Nicole"
"Chambers, Dana",dana.chambers@example.com,001-206-577-0727x37174,98638 Jessica Rue,CT,6101,owner,,,,,,"Gray, Christina"
"Martin, Geoffrey",geoffrey.martin@example.com,+1-266-308-7973x5128,603 Christine Springs Suite 778,CT,6104,buyer,apartment,4,1,3183,1,"Davis, Craig"
"Fischer, Lisa",lisa.fischer@example.com,(639)358-8327x20348,3790 Galloway Shore Suite 379,NY,14469,renter,single house,3,1,2456,10,"Hill, Allen"
"Gardner, Ashley",ashley.gardner@example.com,(440)264-7675x085,432 Wolf Row,NY,10980,renter,condo,5,3,626,3,"Taylor, Richard"
"Thomas, Lisa",lisa.thomas@example.com,(323)592-7087x438,659 Phillip Hills Apt. 310,NY,13043,renter,single house,3,2,2984,8,"Clements, Derek"
"Martinez, Ryan",ryan.martinez@example.com,+1-535-266-9069x2621,701 Amy Rapid,CT,6217,owner,,,,,,"Bell, Christopher"
"Cisneros, Melissa",melissa.cisneros@example.com,(232)669-5194x83040,14823 Theodore Fork,NJ,7346,seller,,,,,,"Hopkins, Andrew"
"Stewart, Dillon",dillon.stewart@example.com,832-728-8800x67316,03609 Joseph Loaf,NY,11572,seller,,,,,,"Collier, James"
"Kelly, Rebecca",rebecca.kelly@example.com,+1-528-830-5245x383,954 Burns Stravenue,CT,6185,buyer,apartment,3,2,633,5,"Hughes, Jennifer"
"Simpson, Janet",janet.simpson@example.com,952.308.5104x42149,0428 Padilla Unions,NJ,8980,buyer,condo,5,1,3099,2,"Klein, Brian"
"Carney, Tonya",tonya.carney@example.com,619-729-0156x0912,732 Sutton Coves Apt. 684,CT,6089,buyer,single house,1,3,1938,9,"Wise, David"
"Campbell, Carlos",carlos.campbell@example.com,989-955-7937x32931,96764 Jennifer Club,CT,6280,owner,,,,,,"White, Gregory"
"Wilkerson, Abigail",abigail.wilkerson@example.com,001-392-951-9657x8018,83180 Navarro Forks Suite 677,NY,10548,owner,,,,,,"Williams, Kristy"
"Leon, Nicholas",nicholas.leon@example.com,742-788-0242,47519 Peterson Haven Suite 708,CT,6210,buyer,condo,5,1,2205,1,"Gonzales, Catherine"
"Douglas, Michael",michael.douglas@example.com,+1-313-459-2728x82796,175 Robertson Rapid,CT,6050,owner,,,,,,"Grant, Douglas"
"Gonzales, Patrick",patrick.gonzales@example.com,(931)457-7402,89032 Miller Green Suite 109,CT,6176,owner,,,,,,"Roman, Gabriela"
"Daniels, Matthew",matthew.daniels@example.com,677.480.3603,54882 Reeves Common Suite 487,NY,12998,renter,apartment,3,2,2551,7,"Lee, Melissa"
"Jackson, Ryan",ryan.jackson@example.com,280-397-3809x67793,599 Todd Center Apt. 387,CT,6140,renter,single house,1,3,2915,0,"Taylor, Jessica"
"Peterson, Justin",justin.peterson@example.com,(714)309-3380x6543,12751 Smith Route,NY,13176,renter,townhouse,3,2,516,7,"Leon, Patrick"
"Patel, Bradley",bradley.patel@example.com,925-962-9321x322,51297 Nicole Plaza Suite 202,NY,10961,buyer,single house,3,3,1055,2,"Lewis, Kara"
"White, Lisa",lisa.white@example.com,(307)296-8322,17457 Elizabeth Manor Suite 953,CT,6051,renter,condo,4,2,1640,8,"Klein, Brian"
"Cherry, Christopher",christopher.cherry@example.com,465-638-9801x1467,28949 Thomas Freeway Apt. 795,NY,13158,owner,,,,,,"Sims, Roberto"
"Pena, Karen",karen.pena@example.com,(888)397-6733x2304,8269 Walker Street Apt. 814,NY,10622,buyer,condo,4,1,645,3,"Taylor, Jessica"
"White, Julie",julie.white@example.com,(339)443-9983x7607,8336 James Rest,NJ,7719,seller,,,,,,"Cruz, Connie"
"Stevens, Christopher",christopher.stevens@example.com,2542140013,63284 Sosa River Apt. 233,CT,6120,buyer,single house,3,2,2720,6,"Tanner, Sean"
"Davenport, Christopher",christopher.davenport@example.com,-8739,00704 Powers Stream Apt. 311,CT,6318,seller,,,,,,"Perry, Cynthia"
"Hernandez, Christine",christine.hernandez@example.com,+1-569-774-4595x3033,3838 Reynolds Vista,CT,6068,seller,,,,,,"Brennan, Lindsay"
"Peterson, Traci",traci.peterson@example.com,455-554-1589x27232,941 Kim Hill,NJ,8827,owner,,,,,,"Anderson, Joseph"
"Juarez, Sonia",sonia.juarez@example.com,(855)857-0568,0352 Harris Falls Suite 611,NY,11679,renter,townhouse,1,1,2826,4,"Hines, Monica"
"Davis, Heidi",heidi.davis@example.com,543.993.4941x9965,848 Patrick Wall,NJ,8264,buyer,single house,2,1,2817,3,"Lewis, Kara"
"Olsen, Nicole",nicole.olsen@example.com,(984)536-3298,9031 House Plain,CT,6314,seller,,,,,,"Willis, Stephanie"
"Crawford, Cathy",cathy.crawford@example.com,771-869-9603,740 Jill Harbors,NY,12424,seller,,,,,,"Vargas, Leah"
"Rodriguez, Rachel",rachel.rodriguez@example.com,(271)763-5883,55642 Banks Freeway,NY,11699,seller,,,,,,"Andrews, Faith"
"Riggs, Zachary",zachary.riggs@example.com,001-556-482-7163,4088 Ruiz Ferry,NJ,7757,seller,,,,,,"Greene, Courtney"
"Waller, Thomas",thomas.waller@example.com,233.646.9491x54437,9544 Christy Courts Suite 684,NY,13519,renter,townhouse,1,2,1541,10,"Terry, Zachary"
"Rivera, Karen",karen.rivera@example.com,889-522-5203,89244 Christopher Wall Suite 309,NJ,8728,owner,,,,,,"Walsh, Timothy"
"Mitchell, Jason",jason.mitchell@example.com,(609)837-6934,970 William Turnpike Suite 722,NJ,7125,seller,,,,,,"Jones, Sarah"
"Hart, Bradley",bradley.hart@example.com,778-906-1204,72440 Hicks Ranch,CT,6250,renter,townhouse,5,1,553,9,"Garrett, Raymond"
"Nolan, Eric",eric.nolan@example.com,2923315330,291 Myers Green,NJ,7366,seller,,,,,,"Smith, Joshua"
"Nichols, Gabriela",gabriela.nichols@example.com,001-749-451-4620x429,892 Ramirez Cliff Apt. 730,NJ,8770,buyer,apartment,4,2,2260,5,"Cameron, Katie"
"Rodriguez, Justin",justin.rodriguez@example.com,633.439.3595x28831,650 Rebecca Circle Apt. 167,NJ,8688,renter,townhouse,5,2,3258,8,"Roberts, Sandra"
"Allen, James",james.allen@example.com,8606718591,6022 Baker Field,NJ,8595,seller,,,,,,"Gonzales, Catherine"
"Chung, Cassandra",cassandra.chung@example.com,762.423.0461,7064 Katherine Gateway Suite 080,NJ,7528,owner,,,,,,"Simpson, Christina"
"Huber, Kyle",kyle.huber@example.com,001-429-748-2281x021,6078 Mckay Cove Apt. 993,NJ,7158,seller,,,,,,"Gonzales, Catherine"
"Smith, Michael",michael.smith@example.com,411-262-2336x72213,93746 Martin Forge,NJ,7728,seller,,,,,,"Roman, Gabriela"
"Grimes, Emily",emily.grimes@example.com,793-422-4333x101,93780 Angela Park,NJ,8834,seller,,,,,,"Wheeler, Michelle"
"Kane, Jeremy",jeremy.kane@example.com,692.964.2688,6354 Jessica Falls,CT,6215,seller,,,,,,"Parker, Stephanie"
"Quinn, Brian",brian.quinn@example.com,387.391.6559x51732,67007 Kelly Fields Apt. 173,NY,12948,owner,,,,,,"Mccann, Wendy"
"Brown, Julie",julie.brown@example.com,307.636.7281x611,0096 Ray Landing,NJ,7232,buyer,single house,5,1,2673,5,"Shaffer, Jacqueline"
"Harding, Raymond",raymond.harding@example.com,+1-332-722-2532x1950,9368 Norman Manor Suite 847,CT,6013,seller,,,,,,"Perry, Cynthia"
"Harvey, Latoya",latoya.harvey@example.com,(940)525-5797x74922,294 Katherine Track Suite 222,CT,6380,seller,,,,,,"Miller, Danielle"
"Cruz, Rebecca",rebecca.cruz@example.com,216-515-0684,067 Lisa Squares Suite 459,NY,12836,buyer,single house,2,1,3342,1,"Brown, Ryan"
"Edwards, Wanda",wanda.edwards@example.com,(474)551-5290x386,9750 Ruiz Islands,NY,10088,buyer,condo,5,1,1074,2,"Meyer, Valerie"
"Lindsey, Stephanie",stephanie.lindsey@example.com,+1-703-883-7410x457,40718 Joseph Stravenue Apt. 120,NY,14094,buyer,condo,1,3,968,7,"Leon, Patrick"
"Curry, Carol",carol.curry@example.com,+1-447-448-3469x307,731 Ronald Ways,NY,14598,owner,,,,,,"Wood, Maria"
"Rodriguez, Teresa",teresa.rodriguez@example.com,933.482.1175,369 Christopher Trail Apt. 162,NY,10720,buyer,single house,3,3,3005,10,"Simpson, Christina"
"Lopez, Scott",scott.lopez@example.com,(806)523-1545,835 Campbell Trace Suite 614,CT,6349,buyer,condo,4,2,991,7,"Gonzales, Catherine"
"Brown, Roberta",roberta.brown@example.com,765.849.2257x6972,24698 Cox Streets Apt. 305,NJ,8062,buyer,apartment,1,3,3117,6,"Gonzales, Catherine"
"Diaz, Daniel",daniel.diaz@example.com,600-434-7703,236 Frances Parkway Suite 572,NY,11281,owner,,,,,,"Campbell, Christopher"
"Adams, Benjamin",benjamin.adams@example.com,949.261.5750x1029,185 Tara Mills,NJ,8928,owner,,,,,,"Shaffer, Jacqueline"
"Choi, Meghan",meghan.choi@example.com,6457729571,84155 Julie Divide,CT,6059,seller,,,,,,"Ross, Molly"
"Warren, Russell",russell.warren@example.com,+1-350-688-4536x6881,0249 Powell Wall Apt. 553,CT,6115,renter,condo,1,3,3265,7,"Taylor, Jessica"
"Romero, Jessica",jessica.romero@example.com,+1-465-764-9320x14057,4302 Palmer Fort Apt. 471,NY,10617,seller,,,,,,"Barry, Megan"
"Donovan, Rodney",rodney.donovan@example.com,+1-623-244-9910x8458,0621 Miller Plaza Apt. 612,NY,10167,owner,,,,,,"Cox, Kathleen"
"Patterson, Kelsey",kelsey.patterson@example.com,001-286-956-0433x4356,56938 Gray Tunnel,NY,10036,owner,,,,,,"Williams, Kristy"
"Rowe, Shane",shane.rowe@example.com,755.905.0421x32938,61211 King Forest,NJ,7367,owner,,,,,,"Miller, Alejandro"
"Rivas, Christopher",christopher.rivas@example.com,883-705-4170x148,43399 Kristin Neck,CT,6087,seller,,,,,,"Parker, Stephanie"
"Benton, Lawrence",lawrence.benton@example.com,+1-941-842-5374x9598,038 Daniel Motorway,CT,6313,buyer,apartment,5,1,2394,8,"Perry, Cynthia"
"Perez, James",james.perez@example.com,001-290-871-4970x6152,37355 Swanson Port Suite 185,NJ,8656,seller,,,,,,"Taylor, Richard"
"Stevens, Miguel",miguel.stevens@example.com,959-958-3886,171 Charles Passage,CT,6025,renter,townhouse,4,2,2089,2,"Coffey, Patrick"
"Serrano, Daniel",daniel.serrano@example.com,001-614-255-9625x580,061 Hebert Passage Suite 818,CT,6208,renter,townhouse,1,2,818,3,"Hopkins, Andrew"
"Walton, Martha",martha.walton@example.com,(448)812-7423,019 Carter Pike Suite 317,NY,14882,seller,,,,,,"Parker, Stephanie"
"Jenkins, Melissa",melissa.jenkins@example.com,+1-337-783-6720x3478,8868 Kenneth Isle,NJ,7612,seller,,,,,,"Wise, David"
"Simmons, Latasha",latasha.simmons@example.com,001-817-612-9622x158,993 Brian Lodge Apt. 113,NY,14730,owner,,,,,,"Miller, Alejandro"
"Gonzales, Jennifer",jennifer.gonzales@example.com,747-976-8746,27407 Adriana Street Apt. 646,NJ,8191,seller,,,,,,"Olson, Andrea"
"Walker, Kaitlyn",kaitlyn.walker@example.com,204.580.1274,747 Mckee Harbors Suite 120,NJ,8328,owner,,,,,,"Gonzales, Catherine"
"Thomas, Christopher",christopher.thomas@example.com,398.901.2095x769,4418 Jensen Island Apt. 747,CT,6322,buyer,townhouse,1,1,693,1,"Mcguire, Jeanette"
"Meyers, Margaret",margaret.meyers@example.com,226.653.1784,331 Bennett Gardens Apt. 673,NY,11153,seller,,,,,,"Evans, Teresa"
"Underwood, John",john.underwood@example.com,4888489578,1670 Donovan Pike,NY,11244,renter,apartment,2,2,2808,0,"Howard, Katherine"
"Brown, Denise",denise.brown@example.com,001-536-460-4766x980,5590 Mann Forges,CT,6040,seller,,,,,,"Wood, Katelyn"
"Knight, Samantha",samantha.knight@example.com,766.635.0234,5785 Michael Lights,NY,12082,owner,,,,,,"Coleman, Katherine"
"Ellison, Vanessa",vanessa.ellison@example.com,942.617.1891x26069,61037 John Knolls,NJ,7820,owner,,,,,,"Hughes, Jennifer"
"Dennis, Rodney",rodney.dennis@example.com,+1-754-211-6361x0300,8804 Brittany Station Suite 669,CT,6025,seller,,,,,,"Munoz, Paul"
"Williams, Justin",justin.williams@example.com,459-754-3347x9472,56406 Howard Tunnel,NJ,8907,renter,townhouse,1,2,1015,9,"Fry, Joseph"
"Johnson, Mike",mike.johnson@example.com,+1-219-812-8183x968,0740 Tina Haven Apt. 337,NY,11753,owner,,,,,,"Wise, David"
"Lyons, Leslie",leslie.lyons@example.com,532.918.5231,32381 Bradley Overpass,NJ,8046,seller,,,,,,"Barry, Megan"
"Richardson, Todd",todd.richardson@example.com,323.306.8583x446,92355 Robinson Branch Apt. 520,CT,6219,owner,,,,,,"Terry, Zachary"
"Shields, Cody",cody.shields@example.com,717.619.8139x58467,6350 Carrie Freeway Apt. 863,CT,6204,buyer,condo,2,1,2414,2,"Lewis, Kara"
"Thompson, Allison",allison.thompson@example.com,(892)540-4746x08328,1335 Mary Crest,CT,6203,renter,single house,5,1,2552,1,"White, Gregory"
"Williams, Shannon",shannon.williams@example.com,(744)496-6523x9877,3992 Franklin Pines Apt. 917,NY,14887,renter,apartment,1,2,2247,1,"Davis, Craig"
"Bruce, Mary",mary.bruce@example.com,277.373.7444,4867 Gonzalez Ville Apt. 600,CT,6232,owner,,,,,,"Perry, Cynthia"
"Franco, Vincent",vincent.franco@example.com,-7786,36068 Shawna Lock Suite 026,CT,6273,seller,,,,,,"Roberts, Sandra"
"Craig, James",james.craig@example.com,575.232.4084x520,018 Vargas Highway,NJ,7030,seller,,,,,,"Gibbs, Anthony"
"Johnston, Beth",beth.johnston@example.com,313.533.6664x8649,7837 Warner Squares,NY,11535,renter,condo,4,1,2342,4,"Terry, Zachary"
"Smith, Justin",justin.smith@example.com,595.536.3519x208,400 Myers Centers,NJ,8597,seller,,,,,,"Wood, Katelyn"
"Carrillo, Samuel",samuel.carrillo@example.com,001-582-452-6016x2391,9620 Jennings Ford Apt. 368,CT,6290,seller,,,,,,"Terry, Zachary"
"Murphy, Blake",blake.murphy@example.com,7782036395,03465 Rodriguez Stravenue Apt. 550,NJ,8731,owner,,,,,,"Obrien, Stephanie"
"Griffin, Kevin",kevin.griffin@example.com,341.237.2686,3824 Ashley Fields,CT,6191,owner,,,,,,"Morse, Randy"
"Jimenez, Keith",keith.jimenez@example.com,3258759678,432 Dunn Avenue,NY,13436,seller,,,,,,"Cordova, Virginia"
"Baird, Pamela",pamela.baird@example.com,001-748-367-4691x648,900 Shaw Glens,NY,14212,buyer,townhouse,4,1,3350,7,"Brennan, Lindsay"
"Ramirez, David",david.ramirez@example.com,001-849-385-8318,07777 Davis Extensions,NJ,8542,owner,,,,,,"Watson, Samantha"
"Gray, Michelle",michelle.gray@example.com,001-295-642-8725x85608,3177 Michael Stream Suite 689,NY,10717,owner,,,,,,"Hughes, Jennifer"
"Fisher, Matthew",matthew.fisher@example.com,205.767.6239,156 Mendoza Fort Suite 431,NJ,8567,buyer,single house,2,2,2659,10,"Wise, David"
"Sanchez, Cassidy",cassidy.sanchez@example.com,(352)695-6042x4141,577 Hall Courts Suite 345,NJ,8646,owner,,,,,,"Morse, Randy"
"Gardner, Erika",erika.gardner@example.com,372.686.4155x34955,813 Rodriguez Views,NJ,8912,renter,single house,4,3,940,1,"Brennan, Lindsay"
"Smith, Whitney",whitney.smith@example.com,001-319-616-9795,725 Adams Locks Apt. 549,NJ,7498,owner,,,,,,"Bell, Christopher"
"Velazquez, Malik",malik.velazquez@example.com,836-346-9737x4590,5570 Lewis Skyway,CT,6009,buyer,single house,3,3,3125,10,"Thomas, Kenneth"
"Smith, Matthew",matthew.smith@example.com,001-293-385-9002x2948,214 Joseph Drive Apt. 582,NY,11163,owner,,,,,,"Terry, Zachary"
"Olson, Brandon",brandon.olson@example.com,733-608-2121x439,901 Fischer Spur,NY,12766,renter,condo,2,1,752,10,"Fry, Joseph"
"Huber, John",john.huber@example.com,(489)837-8369x0567,580 Sanders Course,CT,6176,owner,,,,,,"Frye, Angela"
"Curry, Yolanda",yolanda.curry@example.com,-9422,675 Robert River,CT,6213,buyer,single house,3,3,2377,0,"Simpson, Christina"
"Dennis, Michelle",michelle.dennis@example.com,8282215198,10141 Allen Lane Suite 314,NY,12571,renter,townhouse,2,2,1117,8,"Lewis, Kara"
"Day, Manuel",manuel.day@example.com,001-652-992-1127x661,171 Katelyn Mills,CT,6268,seller,,,,,,"Sims, Roberto"
"Santiago, Kevin",kevin.santiago@example.com,700-819-6313x150,9600 Friedman Grove Suite 642,CT,6376,renter,single house,3,3,575,4,"Romero, Diane"
"Carney, Annette",annette.carney@example.com,8027784722,5177 Lee Coves,NY,14174,seller,,,,,,"Patton, Colton"
"White, Christopher",christopher.white@example.com,364.422.6464,4919 Drake Rapids Suite 436,CT,6086,owner,,,,,,"Galvan, Alyssa"
"Ross, Brianna",brianna.ross@example.com,375-396-6461x3323,95938 Joshua Forest,CT,6091,buyer,townhouse,4,2,1763,1,"Meyer, Valerie"
"Brooks, Timothy",timothy.brooks@example.com,+1-265-232-6615x66014,08184 Kimberly Lock Apt. 701,NJ,7844,owner,,,,,,"Collins, Briana"
"Kline, Curtis",curtis.kline@example.com,786-844-3191x704,1072 Danielle Plains Suite 580,NY,14289,seller,,,,,,"Anderson, Joseph"
"Martinez, Margaret",margaret.martinez@example.com,795.389.6637x14831,3912 Nicholas Ford,NJ,8708,buyer,townhouse,2,2,2503,10,"Taylor, Richard"
"Wagner, Andrew",andrew.wagner@example.com,484.669.7515x697,08782 Allison Islands,NY,10604,seller,,,,,,"Brown, John"
"Miller, Lori",lori.miller@example.com,001-303-403-5387x856,30164 Patrick Stream Apt. 843,NY,12570,seller,,,,,,"Shaffer, Jacqueline"
"Smith, Ian",ian.smith@example.com,(707)805-9307x2196,42997 Hamilton Court Apt. 773,CT,6185,buyer,single house,1,1,1831,5,"Gonzales, Catherine"
"Butler, Marvin",marvin.butler@example.com,(834)367-3865x602,202 Eric Heights,NJ,7453,seller,,,,,,"Brown, John"
"Lopez, Cody",cody.lopez@example.com,259.535.5964x083,37820 Michael Roads Apt. 868,NY,12592,owner,,,,,,"Wood, Katelyn"
"Smith, Peter",peter.smith@example.com,001-344-916-8536,35445 Bill Burgs,CT,6281,renter,single house,2,2,2659,3,"Gibbs, Anthony"
"Schultz, Priscilla",priscilla.schultz@example.com,(559)945-8165x393,27478 Debra Vista,NY,13329,buyer,single house,4,3,2208,10,"Shaw, Thomas"
"Lee, Joshua",joshua.lee@example.com,956-261-4374x2054,732 Allen Locks,NY,14138,renter,condo,3,3,2421,6,"Wood, Katelyn"
"Chapman, Harold",harold.chapman@example.com,654.955.6217x21721,87740 Destiny Walk Apt. 013,CT,6185,buyer,single house,1,3,2373,1,"Rios, Mary"
"Ruiz, Carlos",carlos.ruiz@example.com,(225)880-6874x4393,9189 Robin Summit,CT,6115,renter,condo,2,2,783,7,"Miller, Alejandro"
"Williams, Andrea",andrea.williams@example.com,(325)226-2879,485 Thomas Wall,NJ,7322,seller,,,,,,"Lewis, Kara"
"Williams, Gregory",gregory.williams@example.com,+1-328-480-9154x4181,46550 Turner Crossroad,CT,6344,renter,single house,1,1,1309,2,"Brown, John"
"Warner, Bryan",bryan.warner@example.com,510-506-2287,668 Edwards Parks Suite 947,NY,13444,renter,townhouse,4,1,3478,4,"Shaffer, Jacqueline"
"Crawford, Andrew",andrew.crawford@example.com,9943706401,9084 Barbara Trace,NY,13771,buyer,townhouse,1,2,1156,8,"Koch, Luis"
"Serrano, Wanda",wanda.serrano@example.com,524.999.3641x555,003 Matthew Gateway Suite 022,NJ,8500,buyer,single house,1,3,1894,5,"Skinner, Aaron"
"Smantha, Jessica",jessica.smith@example.com,(898)376-9110x767,680 Elizabeth Mill,NY,12640,buyer,condo,3,1,1923,7,"Campbell, Christopher"
"Allen, Robert",robert.allen@example.com,+1-965-779-0011x971,24070 Carol Drive Suite 588,CT,6114,renter,condo,2,2,3331,3,"Norris, Joshua"
"David, Matthew",matthew.david@example.com,411.795.4466x325,35260 Anthony Underpass Apt. 778,NY,14729,renter,condo,3,1,2844,5,"Murillo, Lydia"
"Carroll, Sheila",sheila.carroll@example.com,726-367-4108x8013,14754 Huffman Parks Apt. 151,NJ,8237,seller,,,,,,"Obrien, Stephanie"
"Thompson, Joshua",joshua.thompson@example.com,001-338-409-3977x94847,556 Lisa Crossroad Suite 312,CT,6076,owner,,,,,,"Collier, James"
"Walker, David",david.walker@example.com,+1-336-633-7128x95151,199 Rojas Haven Apt. 309,CT,6267,owner,,,,,,"Munoz, Paul"
"Reilly, David",david.reilly@example.com,5629128662,673 Francisco Islands Suite 884,NY,10631,buyer,single house,2,2,1960,3,"Moore, Robert"
"Pruitt, Diane",diane.pruitt@example.com,-5772,76069 Susan Oval Suite 576,CT,6338,buyer,apartment,4,2,3068,4,"Skinner, Aaron"
"Fuller, Amy",amy.fuller@example.com,+1-432-500-1708x982,42463 Ashley Causeway Apt. 640,NJ,7786,buyer,apartment,4,3,2061,7,"Bell, Christopher"
"Boyd, Luke",luke.boyd@example.com,334.893.3899,554 Leslie Court Suite 093,NJ,7180,seller,,,,,,"Frye, Angela"
"Santiago, Justin",justin.santiago@example.com,8654317274,572 Kimberly Mews Apt. 275,NJ,8087,seller,,,,,,"Diaz, Bianca"
"Lee, Connor",connor.lee@example.com,3646524828,43721 Jenkins Rapids Suite 022,NY,13095,buyer,condo,3,1,1334,3,"Thomas, Kenneth"
"Vargas, Shelby",shelby.vargas@example.com,(686)880-0050x33159,5465 Mckee Locks,NJ,7317,renter,apartment,1,2,2693,1,"Watson, Samantha"
"Grant, Julie",julie.grant@example.com,9224577859,1960 Alexander Radial,CT,6067,buyer,condo,2,2,889,10,"Evans, Christina"
"Conner, Jocelyn",jocelyn.conner@example.com,+1-307-842-3461x0597,197 Gabrielle Streets Suite 219,NJ,8078,owner,,,,,,"Frye, Angela"
"Haas, Chad",chad.haas@example.com,915-906-9279,2849 Dawn Summit Suite 988,NJ,7188,owner,,,,,,"Lopez, Katherine"
"Cunningham, Alexander",alexander.cunningham@example.com,001-667-955-6117x8120,673 Munoz Street,NJ,8494,owner,,,,,,"Frye, Angela"
"Johnson, Melissa",melissa.johnson@example.com,963.525.2909,23421 Alexander Burg Suite 869,CT,6358,buyer,single house,4,2,2714,4,"Frye, Angela"
"Gallagher, Bradley",bradley.gallagher@example.com,001-515-615-1132x521,56060 Mccoy Point,NY,12233,renter,condo,2,1,3168,5,"Klein, Brian"
"Alvarez, Rebecca",rebecca.alvarez@example.com,8079776169,74824 Holt Camp Apt. 869,CT,6314,seller,,,,,,"Skinner, Aaron"
"Page, Heidi",heidi.page@example.com,(487)559-1656x84103,596 Monica Drives Suite 218,NJ,7132,renter,townhouse,3,3,2659,8,"Campos, Michael"
"Miller, Suzanne",suzanne.miller@example.com,(947)679-0235x2195,027 Garza Drive Suite 020,NJ,7330,renter,apartment,2,1,2903,9,"Campos, Michael"
"Torres, Tonya",tonya.torres@example.com,373.505.8024,46747 Lauren Run Apt. 820,NJ,7465,seller,,,,,,"Collins, Briana"
"Davis, Jamie",jamie.davis@example.com,8896249671,593 Courtney Curve,NY,10202,buyer,apartment,1,3,667,5,"Wheeler, Michelle"
"Oliver, Matthew",matthew.oliver@example.com,8106845783,316 Randy Point,NJ,8452,seller,,,,,,"Brennan, Lindsay"
"Santos, Matthew",matthew.santos@example.com,2148600701,1317 Avery Vista,CT,6287,owner,,,,,,"Lopez, Katherine"
"Mills, Kristen",kristen.mills@example.com,658.300.9104x718,988 John Loaf,CT,6052,owner,,,,,,"Rios, Mary"
"Cardenas, Nicholas",nicholas.cardenas@example.com,279.205.5279x9256,601 Michael Well,NY,12385,owner,,,,,,"Pham, Karen"
"Cooper, Monica",monica.cooper@example.com,862-921-1162x413,18989 Teresa Square Apt. 764,CT,6185,seller,,,,,,"Leon, Patrick"
"Carter, Ian",ian.carter@example.com,847-732-4573,7030 Guzman Plaza,NY,11280,buyer,condo,1,3,2681,6,"Romero, Diane"
"Andrews, Paula",paula.andrews@example.com,401-417-5915,74260 Harding Shoals,NY,10868,owner,,,,,,"Erickson, Dakota"
"Bryant, Kaitlyn",kaitlyn.bryant@example.com,462-670-9225,6649 Adam Burg Suite 409,NJ,8393,seller,,,,,,"Frye, Angela"
"Miller, Kristin",kristin.miller@example.com,876.891.1749x71458,8058 Steven Rest Suite 857,NY,12419,renter,apartment,4,2,2565,9,"Howard, Katherine"
"Cervantes, Monique",monique.cervantes@example.com,574.545.4029x764,8008 Wood Mission Suite 401,NY,14527,owner,,,,,,"Coleman, Katherine"
"Hayes, Christina",christina.hayes@example.com,3045912020,4140 Joanna Lane,NY,11814,seller,,,,,,"Terry, Zachary"
"Evans, Erik",erik.evans@example.com,001-694-939-5415,66223 Aaron Valley Suite 587,CT,6348,renter,apartment,1,3,1366,10,"Johnson, Angelica"
"Green, Michael",michael.green@example.com,701.243.1392,35565 Reynolds River,NJ,7065,renter,townhouse,4,3,637,6,"Vaughan, Robert"
"Davis, Alan",alan.davis@example.com,+1-890-621-8646x7321,06895 Fowler Points,NJ,7052,renter,townhouse,1,3,984,9,"Barrett, Joy"
"Walker, Rodney",rodney.walker@example.com,+1-287-953-4226x303,955 Scott Throughway Suite 782,NY,12045,seller,,,,,,"Harris, Jennifer"
"Robinson, Danielle",danielle.robinson@example.com,001-760-217-8548x518,036 Ford Rue,NY,10230,buyer,condo,5,1,3303,3,"Mcgrath, Alison"
"Washington, Maurice",maurice.washington@example.com,6839504640,64138 Morris Stravenue,NJ,8873,renter,condo,3,3,2097,8,"Grant, Douglas"
"Wilkinson, Juan",juan.wilkinson@example.com,001-753-554-4865x304,013 Gomez Bridge,NJ,8433,buyer,apartment,4,1,2840,9,"Leon, Patrick"
"Combs, Mary",mary.combs@example.com,889.504.3988,3397 Lambert Pine Apt. 692,NJ,8601,seller,,,,,,"Harris, Jennifer"
"Russell, Thomas",thomas.russell@example.com,335.299.8248x963,665 Timothy Ferry Apt. 275,NJ,7005,buyer,townhouse,2,1,871,6,"Garcia, Craig"
"Alexander, Susan",susan.alexander@example.com,001-884-889-8709,293 Sarah Lakes,NY,12019,owner,,,,,,"Bradley, Michael"
"Peterson, Alison",alison.peterson@example.com,(982)763-1920x726,32866 Gloria Island Apt. 461,NY,14310,renter,apartment,1,1,2799,0,"Grant, Douglas"
"Hernandez, Jerry",jerry.hernandez@example.com,8187199214,858 Branch Squares Apt. 550,NY,12469,seller,,,,,,"Saunders, Kimberly"
